participant,block,trial,screenID,condition,stepID,position,initial_item,final_item,npl_items,answer,acc,rt,updPos
oyz,3,3,memory,kr,5,4,까,NA,NA,NULL,NA,NA,NA
oyz,3,3,memory,kr,6,5,효,NA,NA,NULL,NA,NA,NA
oyz,3,3,updating,kr,1,0,르,휴,NA,NULL,NA,NA,yes
oyz,3,3,updating,kr,2,1,큼,보,NA,NULL,NA,NA,yes
oyz,3,3,updating,kr,3,4,까,았,NA,NULL,NA,NA,yes
oyz,3,3,retrieval,kr,1,1,큼,보,"음,표,꾸,뜻,조,뿌",보,TRUE,4124.800000000047,yes
oyz,3,3,retrieval,kr,2,2,문,문,"음,표,꾸,뜻,조,뿌",꾸,FALSE,2111.899999999907,no
oyz,3,3,retrieval,kr,3,4,까,았,"음,표,꾸,뜻,조,뿌",았,TRUE,3824.2000000001863,yes
oyz,3,3,retrieval,kr,4,5,효,효,"음,표,꾸,뜻,조,뿌",뜻,FALSE,1815,no
oyz,3,3,retrieval,kr,5,0,르,휴,"음,표,꾸,뜻,조,뿌",휴,TRUE,2805.9000000001397,yes
oyz,3,3,retrieval,kr,6,3,위,위,"음,표,꾸,뜻,조,뿌",조,FALSE,1119.5,no
oyz,3,3,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,3,4,memory,kr,1,0,보,NA,NA,NULL,NA,NA,NA
oyz,3,4,memory,kr,2,1,효,NA,NA,NULL,NA,NA,NA
oyz,3,4,memory,kr,3,2,휴,NA,NA,NULL,NA,NA,NA
oyz,3,4,memory,kr,4,3,위,NA,NA,NULL,NA,NA,NA
oyz,3,4,memory,kr,5,4,문,NA,NA,NULL,NA,NA,NA
oyz,3,4,memory,kr,6,5,큼,NA,NA,NULL,NA,NA,NA
oyz,3,4,updating,kr,1,3,위,르,NA,NULL,NA,NA,yes
oyz,3,4,updating,kr,2,4,문,뿌,NA,NULL,NA,NA,yes
oyz,3,4,updating,kr,3,5,큼,까,NA,NULL,NA,NA,yes
oyz,3,4,retrieval,kr,1,4,문,뿌,"표,꾸,뜻,조,음,았",뿌,TRUE,1925.3000000000466,yes
oyz,3,4,retrieval,kr,2,2,휴,휴,"표,꾸,뜻,조,음,았",효,FALSE,1277.4000000001397,no
oyz,3,4,retrieval,kr,3,3,위,르,"표,꾸,뜻,조,음,았",르,TRUE,8452.799999999814,yes
oyz,3,4,retrieval,kr,4,5,큼,까,"표,꾸,뜻,조,음,았",까,TRUE,1341.7000000001863,yes
oyz,3,4,retrieval,kr,5,0,보,보,"표,꾸,뜻,조,음,았",보,TRUE,3206.100000000093,no
oyz,3,4,retrieval,kr,6,1,효,효,"표,꾸,뜻,조,음,았",뿌,FALSE,4639.699999999721,no
oyz,3,4,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,3,5,memory,kr,1,0,보,NA,NA,NULL,NA,NA,NA
oyz,3,5,memory,kr,2,1,뜻,NA,NA,NULL,NA,NA,NA
oyz,3,5,memory,kr,3,2,큼,NA,NA,NULL,NA,NA,NA
oyz,3,5,memory,kr,4,3,조,NA,NA,NULL,NA,NA,NA
oyz,3,5,memory,kr,5,4,꾸,NA,NA,NULL,NA,NA,NA
oyz,3,5,memory,kr,6,5,까,NA,NA,NULL,NA,NA,NA
oyz,3,5,updating,kr,1,3,조,뿌,NA,NULL,NA,NA,yes
oyz,3,5,updating,kr,2,1,뜻,르,NA,NULL,NA,NA,yes
oyz,3,5,updating,kr,3,4,꾸,문,NA,NULL,NA,NA,yes
oyz,3,5,retrieval,kr,1,4,꾸,문,"휴,위,효,음,았,표",문,TRUE,7208.600000000093,yes
oyz,3,5,retrieval,kr,2,2,큼,큼,"휴,위,효,음,았,표",뿌,FALSE,1336,no
oyz,3,5,retrieval,kr,3,1,뜻,르,"휴,위,효,음,았,표",르,TRUE,2765,yes
oyz,3,5,retrieval,kr,4,0,보,보,"휴,위,효,음,았,표",보,TRUE,3335.7000000001863,no
oyz,3,5,retrieval,kr,5,3,조,뿌,"휴,위,효,음,았,표",뿌,TRUE,3125.7999999998137,yes
oyz,3,5,retrieval,kr,6,5,까,까,"휴,위,효,음,았,표",꾸,FALSE,1429.5,no
oyz,3,5,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,3,6,memory,kr,1,0,뿌,NA,NA,NULL,NA,NA,NA
oyz,3,6,memory,kr,2,1,르,NA,NA,NULL,NA,NA,NA
oyz,3,6,memory,kr,3,2,뜻,NA,NA,NULL,NA,NA,NA
oyz,3,6,memory,kr,4,3,음,NA,NA,NULL,NA,NA,NA
oyz,3,6,memory,kr,5,4,표,NA,NA,NULL,NA,NA,NA
oyz,3,6,memory,kr,6,5,았,NA,NA,NULL,NA,NA,NA
oyz,3,6,updating,kr,1,0,뿌,보,NA,NULL,NA,NA,yes
oyz,3,6,updating,kr,2,5,았,문,NA,NULL,NA,NA,yes
oyz,3,6,updating,kr,3,4,표,큼,NA,NULL,NA,NA,yes
oyz,3,6,retrieval,kr,1,4,표,큼,"휴,효,조,꾸,위,까",큼,TRUE,2940.7999999998137,yes
oyz,3,6,retrieval,kr,2,0,뿌,보,"휴,효,조,꾸,위,까",보,TRUE,2748.600000000093,yes
oyz,3,6,retrieval,kr,3,1,르,르,"휴,효,조,꾸,위,까",르,TRUE,2588.6999999997206,no
oyz,3,6,retrieval,kr,4,2,뜻,뜻,"휴,효,조,꾸,위,까",효,FALSE,1015.6000000000931,no
oyz,3,6,retrieval,kr,5,3,음,음,"휴,효,조,꾸,위,까",꾸,FALSE,731.3999999999069,no
oyz,3,6,retrieval,kr,6,5,았,문,"휴,효,조,꾸,위,까",문,TRUE,5879.799999999814,yes
oyz,3,6,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,3,7,memory,kr,1,0,문,NA,NA,NULL,NA,NA,NA
oyz,3,7,memory,kr,2,1,르,NA,NA,NULL,NA,NA,NA
oyz,3,7,memory,kr,3,2,뜻,NA,NA,NULL,NA,NA,NA
oyz,3,7,memory,kr,4,3,휴,NA,NA,NULL,NA,NA,NA
oyz,3,7,memory,kr,5,4,뿌,NA,NA,NULL,NA,NA,NA
oyz,3,7,memory,kr,6,5,효,NA,NA,NULL,NA,NA,NA
oyz,3,7,updating,kr,1,4,뿌,꾸,NA,NULL,NA,NA,yes
oyz,3,7,updating,kr,2,0,문,았,NA,NULL,NA,NA,yes
oyz,3,7,updating,kr,3,2,뜻,음,NA,NULL,NA,NA,yes
oyz,3,7,retrieval,kr,1,1,르,르,"위,큼,조,까,보,표",르,TRUE,2404.5,no
oyz,3,7,retrieval,kr,2,3,휴,휴,"위,큼,조,까,보,표",휴,TRUE,10219.600000000093,no
oyz,3,7,retrieval,kr,3,0,문,았,"위,큼,조,까,보,표",았,TRUE,6396.5,yes
oyz,3,7,retrieval,kr,4,2,뜻,음,"위,큼,조,까,보,표",음,TRUE,2999.899999999907,yes
oyz,3,7,retrieval,kr,5,5,효,효,"위,큼,조,까,보,표",꾸,FALSE,1563.8000000002794,no
oyz,3,7,retrieval,kr,6,4,뿌,꾸,"위,큼,조,까,보,표",보,FALSE,7618.399999999907,yes
oyz,3,7,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,3,8,memory,kr,1,0,음,NA,NA,NULL,NA,NA,NA
oyz,3,8,memory,kr,2,1,꾸,NA,NA,NULL,NA,NA,NA
oyz,3,8,memory,kr,3,2,까,NA,NA,NULL,NA,NA,NA
oyz,3,8,memory,kr,4,3,효,NA,NA,NULL,NA,NA,NA
oyz,3,8,memory,kr,5,4,뿌,NA,NA,NULL,NA,NA,NA
oyz,3,8,memory,kr,6,5,문,NA,NA,NULL,NA,NA,NA
oyz,3,8,updating,kr,1,0,음,보,NA,NULL,NA,NA,yes
oyz,3,8,updating,kr,2,4,뿌,았,NA,NULL,NA,NA,yes
oyz,3,8,updating,kr,3,2,까,휴,NA,NULL,NA,NA,yes
oyz,3,8,retrieval,kr,1,1,꾸,꾸,"위,표,르,뜻,조,큼",까,FALSE,4599.100000000093,no
oyz,3,8,retrieval,kr,2,0,음,보,"위,표,르,뜻,조,큼",았,FALSE,8200.899999999907,yes
oyz,3,8,retrieval,kr,3,2,까,휴,"위,표,르,뜻,조,큼",휴,TRUE,1896,yes
oyz,3,8,retrieval,kr,4,3,효,효,"위,표,르,뜻,조,큼",뜻,FALSE,2791.8000000002794,no
oyz,3,8,retrieval,kr,5,5,문,문,"위,표,르,뜻,조,큼",꾸,FALSE,1719.7999999998137,no
oyz,3,8,retrieval,kr,6,4,뿌,았,"위,표,르,뜻,조,큼",보,FALSE,2907.4000000003725,yes
oyz,3,8,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,4,1,memory,kr,1,0,르,NA,NA,NULL,NA,NA,NA
oyz,4,1,memory,kr,2,1,효,NA,NA,NULL,NA,NA,NA
oyz,4,1,memory,kr,3,2,뿌,NA,NA,NULL,NA,NA,NA
oyz,4,1,memory,kr,4,3,큼,NA,NA,NULL,NA,NA,NA
oyz,4,1,memory,kr,5,4,표,NA,NA,NULL,NA,NA,NA
oyz,4,1,memory,kr,6,5,음,NA,NA,NULL,NA,NA,NA
oyz,4,1,updating,kr,1,1,효,조,NA,NULL,NA,NA,yes
oyz,4,1,updating,kr,2,5,음,았,NA,NULL,NA,NA,yes
oyz,4,1,updating,kr,3,4,표,위,NA,NULL,NA,NA,yes
oyz,4,1,retrieval,kr,1,4,표,위,"뜻,보,문,까,꾸,휴",위,TRUE,2511.1999999997206,yes
oyz,4,1,retrieval,kr,2,2,뿌,뿌,"뜻,보,문,까,꾸,휴",효,FALSE,1222.0999999996275,no
oyz,4,1,retrieval,kr,3,1,효,조,"뜻,보,문,까,꾸,휴",조,TRUE,1519.8999999999069,yes
oyz,4,1,retrieval,kr,4,0,르,르,"뜻,보,문,까,꾸,휴",르,TRUE,2141.899999999907,no
oyz,4,1,retrieval,kr,5,5,음,았,"뜻,보,문,까,꾸,휴",았,TRUE,13487.200000000186,yes
oyz,4,1,retrieval,kr,6,3,큼,큼,"뜻,보,문,까,꾸,휴",조,FALSE,1314.6000000000931,no
oyz,4,1,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,4,2,memory,kr,1,0,보,NA,NA,NULL,NA,NA,NA
oyz,4,2,memory,kr,2,1,음,NA,NA,NULL,NA,NA,NA
oyz,4,2,memory,kr,3,2,조,NA,NA,NULL,NA,NA,NA
oyz,4,2,memory,kr,4,3,았,NA,NA,NULL,NA,NA,NA
oyz,4,2,memory,kr,5,4,뿌,NA,NA,NULL,NA,NA,NA
oyz,4,2,memory,kr,6,5,문,NA,NA,NULL,NA,NA,NA
oyz,4,2,updating,kr,1,3,았,휴,NA,NULL,NA,NA,yes
oyz,4,2,updating,kr,2,0,보,꾸,NA,NULL,NA,NA,yes
oyz,4,2,updating,kr,3,2,조,뜻,NA,NULL,NA,NA,yes
oyz,4,2,retrieval,kr,1,5,문,문,"르,위,표,까,효,큼",문,TRUE,11086.400000000373,no
oyz,4,2,retrieval,kr,2,4,뿌,뿌,"르,위,표,까,효,큼",뜻,FALSE,1944.7999999998137,no
oyz,4,2,retrieval,kr,3,2,조,뜻,"르,위,표,까,효,큼",뜻,TRUE,3910.100000000093,yes
oyz,4,2,retrieval,kr,4,0,보,꾸,"르,위,표,까,효,큼",꾸,TRUE,3380,yes
oyz,4,2,retrieval,kr,5,3,았,휴,"르,위,표,까,효,큼",휴,TRUE,1545.8999999999069,yes
oyz,4,2,retrieval,kr,6,1,음,음,"르,위,표,까,효,큼",까,FALSE,1679.2999999998137,no
oyz,4,2,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,4,3,memory,kr,1,0,음,NA,NA,NULL,NA,NA,NA
oyz,4,3,memory,kr,2,1,위,NA,NA,NULL,NA,NA,NA
oyz,4,3,memory,kr,3,2,꾸,NA,NA,NULL,NA,NA,NA
oyz,4,3,memory,kr,4,3,르,NA,NA,NULL,NA,NA,NA
oyz,4,3,memory,kr,5,4,보,NA,NA,NULL,NA,NA,NA
oyz,4,3,memory,kr,6,5,표,NA,NA,NULL,NA,NA,NA
oyz,4,3,updating,kr,1,2,꾸,았,NA,NULL,NA,NA,yes
oyz,4,3,updating,kr,2,0,음,까,NA,NULL,NA,NA,yes
oyz,4,3,updating,kr,3,1,위,효,NA,NULL,NA,NA,yes
oyz,4,3,retrieval,kr,1,4,보,보,"큼,뿌,뜻,조,문,휴",았,FALSE,1652.4000000003725,no
oyz,4,3,retrieval,kr,2,5,표,표,"큼,뿌,뜻,조,문,휴",표,TRUE,4606.200000000186,no
oyz,4,3,retrieval,kr,3,2,꾸,았,"큼,뿌,뜻,조,문,휴",았,TRUE,4080.399999999907,yes
oyz,4,3,retrieval,kr,4,1,위,효,"큼,뿌,뜻,조,문,휴",효,TRUE,2057.7000000001863,yes
oyz,4,3,retrieval,kr,5,3,르,르,"큼,뿌,뜻,조,문,휴",르,TRUE,2872.100000000093,no
oyz,4,3,retrieval,kr,6,0,음,까,"큼,뿌,뜻,조,문,휴",까,TRUE,3987.2000000001863,yes
oyz,4,3,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,4,4,memory,kr,1,0,꾸,NA,NA,NULL,NA,NA,NA
oyz,4,4,memory,kr,2,1,휴,NA,NA,NULL,NA,NA,NA
oyz,4,4,memory,kr,3,2,문,NA,NA,NULL,NA,NA,NA
oyz,4,4,memory,kr,4,3,큼,NA,NA,NULL,NA,NA,NA
oyz,4,4,memory,kr,5,4,뜻,NA,NA,NULL,NA,NA,NA
oyz,4,4,memory,kr,6,5,위,NA,NA,NULL,NA,NA,NA
oyz,4,4,updating,kr,1,0,꾸,까,NA,NULL,NA,NA,yes
oyz,4,4,updating,kr,2,3,큼,았,NA,NULL,NA,NA,yes
oyz,4,4,updating,kr,3,5,위,보,NA,NULL,NA,NA,yes
oyz,4,4,retrieval,kr,1,4,뜻,뜻,"르,효,표,음,뿌,조",까,FALSE,1515.7000000001863,no
oyz,4,4,retrieval,kr,2,1,휴,휴,"르,효,표,음,뿌,조",효,FALSE,938.4000000003725,no
oyz,4,4,retrieval,kr,3,0,꾸,까,"르,효,표,음,뿌,조",까,TRUE,3540.2000000001863,yes
oyz,4,4,retrieval,kr,4,2,문,문,"르,효,표,음,뿌,조",았,FALSE,6975.899999999907,no
oyz,4,4,retrieval,kr,5,5,위,보,"르,효,표,음,뿌,조",보,TRUE,3225,yes
oyz,4,4,retrieval,kr,6,3,큼,았,"르,효,표,음,뿌,조",았,TRUE,1325.2000000001863,yes
oyz,4,4,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,4,5,memory,kr,1,0,조,NA,NA,NULL,NA,NA,NA
oyz,4,5,memory,kr,2,1,았,NA,NA,NULL,NA,NA,NA
oyz,4,5,memory,kr,3,2,효,NA,NA,NULL,NA,NA,NA
oyz,4,5,memory,kr,4,3,휴,NA,NA,NULL,NA,NA,NA
oyz,4,5,memory,kr,5,4,뿌,NA,NA,NULL,NA,NA,NA
oyz,4,5,memory,kr,6,5,까,NA,NA,NULL,NA,NA,NA
oyz,4,5,updating,kr,1,1,았,뜻,NA,NULL,NA,NA,yes
oyz,4,5,updating,kr,2,3,휴,보,NA,NULL,NA,NA,yes
oyz,4,5,updating,kr,3,5,까,표,NA,NULL,NA,NA,yes
oyz,4,5,retrieval,kr,1,2,효,효,"꾸,큼,문,음,위,르",까,FALSE,1446.7000000001863,no
oyz,4,5,retrieval,kr,2,5,까,표,"꾸,큼,문,음,위,르",표,TRUE,4618.299999999814,yes
oyz,4,5,retrieval,kr,3,3,휴,보,"꾸,큼,문,음,위,르",보,TRUE,4096.100000000093,yes
oyz,4,5,retrieval,kr,4,4,뿌,뿌,"꾸,큼,문,음,위,르",뿌,TRUE,2259.5999999996275,no
oyz,4,5,retrieval,kr,5,0,조,조,"꾸,큼,문,음,위,르",았,FALSE,3516.0999999996275,no
oyz,4,5,retrieval,kr,6,1,았,뜻,"꾸,큼,문,음,위,르",뜻,TRUE,4740.199999999721,yes
oyz,4,5,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,4,6,memory,kr,1,0,뿌,NA,NA,NULL,NA,NA,NA
oyz,4,6,memory,kr,2,1,문,NA,NA,NULL,NA,NA,NA
oyz,4,6,memory,kr,3,2,조,NA,NA,NULL,NA,NA,NA
oyz,4,6,memory,kr,4,3,르,NA,NA,NULL,NA,NA,NA
oyz,4,6,memory,kr,5,4,꾸,NA,NA,NULL,NA,NA,NA
oyz,4,6,memory,kr,6,5,효,NA,NA,NULL,NA,NA,NA
oyz,4,6,updating,kr,1,3,르,표,NA,NULL,NA,NA,yes
oyz,4,6,updating,kr,2,2,조,위,NA,NULL,NA,NA,yes
oyz,4,6,updating,kr,3,5,효,휴,NA,NULL,NA,NA,yes
oyz,4,6,retrieval,kr,1,2,조,위,"보,큼,까,음,았,뜻",위,TRUE,2636.7000000001863,yes
oyz,4,6,retrieval,kr,2,1,문,문,"보,큼,까,음,았,뜻",았,FALSE,1447.6000000000931,no
oyz,4,6,retrieval,kr,3,3,르,표,"보,큼,까,음,았,뜻",표,TRUE,4564.200000000186,yes
oyz,4,6,retrieval,kr,4,0,뿌,뿌,"보,큼,까,음,았,뜻",뿌,TRUE,2529.899999999907,no
oyz,4,6,retrieval,kr,5,4,꾸,꾸,"보,큼,까,음,았,뜻",르,FALSE,1711.6999999997206,no
oyz,4,6,retrieval,kr,6,5,효,휴,"보,큼,까,음,았,뜻",까,FALSE,13409.19999999972,yes
oyz,4,6,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,4,7,memory,kr,1,0,큼,NA,NA,NULL,NA,NA,NA
oyz,4,7,memory,kr,2,1,보,NA,NA,NULL,NA,NA,NA
oyz,4,7,memory,kr,3,2,까,NA,NA,NULL,NA,NA,NA
oyz,4,7,memory,kr,4,3,위,NA,NA,NULL,NA,NA,NA
oyz,4,7,memory,kr,5,4,르,NA,NA,NULL,NA,NA,NA
oyz,4,7,memory,kr,6,5,조,NA,NA,NULL,NA,NA,NA
oyz,4,7,updating,kr,1,1,보,뿌,NA,NULL,NA,NA,yes
oyz,4,7,updating,kr,2,4,르,휴,NA,NULL,NA,NA,yes
oyz,4,7,updating,kr,3,0,큼,문,NA,NULL,NA,NA,yes
oyz,4,7,retrieval,kr,1,5,조,조,"표,음,꾸,뜻,았,효",꾸,FALSE,1581.3999999999069,no
oyz,4,7,retrieval,kr,2,2,까,까,"표,음,꾸,뜻,았,효",효,FALSE,900.6999999997206,no
oyz,4,7,retrieval,kr,3,0,큼,문,"표,음,꾸,뜻,았,효",문,TRUE,3663.7000000001863,yes
oyz,4,7,retrieval,kr,4,3,위,위,"표,음,꾸,뜻,았,효",조,FALSE,1461.8000000002794,no
oyz,4,7,retrieval,kr,5,4,르,휴,"표,음,꾸,뜻,았,효",휴,TRUE,1548.1000000000931,yes
oyz,4,7,retrieval,kr,6,1,보,뿌,"표,음,꾸,뜻,았,효",뿌,TRUE,1291.5999999996275,yes
oyz,4,7,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,4,8,memory,kr,1,0,르,NA,NA,NULL,NA,NA,NA
oyz,4,8,memory,kr,2,1,문,NA,NA,NULL,NA,NA,NA
oyz,4,8,memory,kr,3,2,음,NA,NA,NULL,NA,NA,NA
oyz,4,8,memory,kr,4,3,조,NA,NA,NULL,NA,NA,NA
oyz,4,8,memory,kr,5,4,휴,NA,NA,NULL,NA,NA,NA
oyz,4,8,memory,kr,6,5,뿌,NA,NA,NULL,NA,NA,NA
oyz,4,8,updating,kr,1,3,조,뜻,NA,NULL,NA,NA,yes
oyz,4,8,updating,kr,2,1,문,까,NA,NULL,NA,NA,yes
oyz,4,8,updating,kr,3,5,뿌,위,NA,NULL,NA,NA,yes
oyz,4,8,retrieval,kr,1,5,뿌,위,"표,효,큼,꾸,보,았",위,TRUE,3242.899999999907,yes
oyz,4,8,retrieval,kr,2,0,르,르,"표,효,큼,꾸,보,았",르,TRUE,5140.100000000093,no
oyz,4,8,retrieval,kr,3,4,휴,휴,"표,효,큼,꾸,보,았",았,FALSE,1817.7000000001863,no
oyz,4,8,retrieval,kr,4,3,조,뜻,"표,효,큼,꾸,보,았",뜻,TRUE,5673.5999999996275,yes
oyz,4,8,retrieval,kr,5,2,음,음,"표,효,큼,꾸,보,았",았,FALSE,1536.1000000000931,no
oyz,4,8,retrieval,kr,6,1,문,까,"표,효,큼,꾸,보,았",까,TRUE,2645.399999999907,yes
oyz,4,8,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,5,1,memory,kr,1,0,음,NA,NA,NULL,NA,NA,NA
oyz,5,1,memory,kr,2,1,까,NA,NA,NULL,NA,NA,NA
oyz,5,1,memory,kr,3,2,보,NA,NA,NULL,NA,NA,NA
oyz,5,1,memory,kr,4,3,휴,NA,NA,NULL,NA,NA,NA
oyz,5,1,memory,kr,5,4,조,NA,NA,NULL,NA,NA,NA
oyz,5,1,memory,kr,6,5,표,NA,NA,NULL,NA,NA,NA
oyz,5,1,updating,kr,1,1,까,효,NA,NULL,NA,NA,yes
oyz,5,1,updating,kr,2,5,표,위,NA,NULL,NA,NA,yes
oyz,5,1,updating,kr,3,2,보,았,NA,NULL,NA,NA,yes
oyz,5,1,retrieval,kr,1,4,조,조,"뿌,큼,꾸,문,뜻,르",효,FALSE,1262,no
oyz,5,1,retrieval,kr,2,1,까,효,"뿌,큼,꾸,문,뜻,르",효,TRUE,6207.199999999721,yes
oyz,5,1,retrieval,kr,3,3,휴,휴,"뿌,큼,꾸,문,뜻,르",았,FALSE,913.5,no
oyz,5,1,retrieval,kr,4,2,보,았,"뿌,큼,꾸,문,뜻,르",았,TRUE,1949.8999999999069,yes
oyz,5,1,retrieval,kr,5,5,표,위,"뿌,큼,꾸,문,뜻,르",위,TRUE,1871.9000000003725,yes
oyz,5,1,retrieval,kr,6,0,음,음,"뿌,큼,꾸,문,뜻,르",음,TRUE,2405.6999999997206,no
oyz,5,1,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,5,2,memory,kr,1,0,까,NA,NA,NULL,NA,NA,NA
oyz,5,2,memory,kr,2,1,음,NA,NA,NULL,NA,NA,NA
oyz,5,2,memory,kr,3,2,효,NA,NA,NULL,NA,NA,NA
oyz,5,2,memory,kr,4,3,휴,NA,NA,NULL,NA,NA,NA
oyz,5,2,memory,kr,5,4,뿌,NA,NA,NULL,NA,NA,NA
oyz,5,2,memory,kr,6,5,표,NA,NA,NULL,NA,NA,NA
oyz,5,2,updating,kr,1,1,음,보,NA,NULL,NA,NA,yes
oyz,5,2,updating,kr,2,4,뿌,조,NA,NULL,NA,NA,yes
oyz,5,2,updating,kr,3,3,휴,꾸,NA,NULL,NA,NA,yes
oyz,5,2,retrieval,kr,1,2,효,효,"문,았,르,큼,위,뜻",까,FALSE,1452.6000000000931,no
oyz,5,2,retrieval,kr,2,1,음,보,"문,았,르,큼,위,뜻",보,TRUE,4718.199999999721,yes
oyz,5,2,retrieval,kr,3,0,까,까,"문,았,르,큼,위,뜻",까,TRUE,1357.6999999997206,no
oyz,5,2,retrieval,kr,4,5,표,표,"문,았,르,큼,위,뜻",표,TRUE,2597.3000000002794,no
oyz,5,2,retrieval,kr,5,3,휴,꾸,"문,았,르,큼,위,뜻",꾸,TRUE,2614,yes
oyz,5,2,retrieval,kr,6,4,뿌,조,"문,았,르,큼,위,뜻",조,TRUE,1787.3999999999069,yes
oyz,5,2,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,5,3,memory,kr,1,0,큼,NA,NA,NULL,NA,NA,NA
oyz,5,3,memory,kr,2,1,보,NA,NA,NULL,NA,NA,NA
oyz,5,3,memory,kr,3,2,표,NA,NA,NULL,NA,NA,NA
oyz,5,3,memory,kr,4,3,뜻,NA,NA,NULL,NA,NA,NA
oyz,5,3,memory,kr,5,4,뿌,NA,NA,NULL,NA,NA,NA
oyz,5,3,memory,kr,6,5,았,NA,NA,NULL,NA,NA,NA
oyz,5,3,updating,kr,1,4,뿌,위,NA,NULL,NA,NA,yes
oyz,5,3,updating,kr,2,0,큼,문,NA,NULL,NA,NA,yes
oyz,5,3,updating,kr,3,5,았,까,NA,NULL,NA,NA,yes
oyz,5,3,retrieval,kr,1,5,았,까,"음,효,휴,르,조,꾸",까,TRUE,2217.5999999996275,yes
oyz,5,3,retrieval,kr,2,2,표,표,"음,효,휴,르,조,꾸",효,FALSE,1011.8999999999069,no
oyz,5,3,retrieval,kr,3,4,뿌,위,"음,효,휴,르,조,꾸",위,TRUE,1711.3999999999069,yes
oyz,5,3,retrieval,kr,4,1,보,보,"음,효,휴,르,조,꾸",문,FALSE,1051.1000000000931,no
oyz,5,3,retrieval,kr,5,0,큼,문,"음,효,휴,르,조,꾸",문,TRUE,6681.800000000279,yes
oyz,5,3,retrieval,kr,6,3,뜻,뜻,"음,효,휴,르,조,꾸",조,FALSE,1103.5999999996275,no
oyz,5,3,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,5,4,memory,kr,1,0,음,NA,NA,NULL,NA,NA,NA
oyz,5,4,memory,kr,2,1,효,NA,NA,NULL,NA,NA,NA
oyz,5,4,memory,kr,3,2,뿌,NA,NA,NULL,NA,NA,NA
oyz,5,4,memory,kr,4,3,꾸,NA,NA,NULL,NA,NA,NA
oyz,5,4,memory,kr,5,4,큼,NA,NA,NULL,NA,NA,NA
oyz,5,4,memory,kr,6,5,표,NA,NA,NULL,NA,NA,NA
oyz,5,4,updating,kr,1,1,효,르,NA,NULL,NA,NA,yes
oyz,5,4,updating,kr,2,0,음,까,NA,NULL,NA,NA,yes
oyz,5,4,updating,kr,3,5,표,조,NA,NULL,NA,NA,yes
oyz,5,4,retrieval,kr,1,0,음,까,"위,보,휴,뜻,았,문",까,TRUE,2188.399999999907,yes
oyz,5,4,retrieval,kr,2,2,뿌,뿌,"위,보,휴,뜻,았,문",효,FALSE,1189.8999999999069,no
oyz,5,4,retrieval,kr,3,4,큼,큼,"위,보,휴,뜻,았,문",큼,TRUE,2311.899999999907,no
oyz,5,4,retrieval,kr,4,1,효,르,"위,보,휴,뜻,았,문",르,TRUE,7624.700000000186,yes
oyz,5,4,retrieval,kr,5,5,표,조,"위,보,휴,뜻,았,문",조,TRUE,1757.3999999999069,yes
oyz,5,4,retrieval,kr,6,3,꾸,꾸,"위,보,휴,뜻,았,문",큼,FALSE,1047.2000000001863,no
oyz,5,4,debrief,kr,NA,NA,NA,NA,NA,NULL,NA,NA,NA
oyz,5,5,memory,kr,1,0,음,NA,NA,NULL,NA,NA,NA
oyz,5,5,memory,kr,2,1,르,NA,NA,NULL,NA,NA,NA
oyz,5,5,memory,kr,3,2,표,NA,NA,NULL,NA,NA,NA
oyz,5,5,memory,kr,4,3,위,NA,NA,NULL,NA,NA,NA
oyz,5,5,memory,kr,5,4,조,NA,NA,NULL,NA,NA,NA
oyz,5,5,memory,kr,6,5,효,NA,NA,NULL,NA,NA,NA
oyz,5,5,updating,kr,1,0,음,휴,NA,NULL,NA,NA,yes
oyz,5,5,updating,kr,2,1,르,꾸,NA,NULL,NA,NA,yes
oyz,5,5,updating,kr,3,5,효,뜻,NA,NULL,NA,NA,yes
oyz,5,5,retrieval,kr,1,1,르,꾸,"까,뿌,큼,았,문,보",꾸,TRUE,2635.2000000001863,yes
oyz,5,5,retrieval,kr,2,2,표,표,"까,뿌,큼,았,문,보",표,TRUE,3076.899999999907,no
oyz,5,5,retrieval,kr,3,3,위,위,"까,뿌,큼,았,문,보",위,TRUE,2601.7999999998137,no
