participant,expPart,block,trial,condition,screenID,stepID,position,initial_item,final_item,npl_items,answer,acc,rt,updPos
6,training,3,15,training,memory,4,3,조,NA,NA,NULL,NA,NA,NA
6,training,3,15,training,memory,5,4,위,NA,NA,NULL,NA,NA,NA
6,training,3,15,training,memory,6,5,뜻,NA,NA,NULL,NA,NA,NA
6,training,3,15,training,updating,1,3,조,표,NA,NULL,NA,NA,yes
6,training,3,15,training,updating,2,5,뜻,까,NA,NULL,NA,NA,yes
6,training,3,15,training,updating,3,1,큼,뿌,NA,NULL,NA,NA,yes
6,training,3,15,training,retrieval,1,3,조,표,았;르;문;두;수;워,위,FALSE,1438.9000000003725,yes
6,training,3,15,training,retrieval,2,1,큼,뿌,았;르;문;두;수;워,뿌,TRUE,3735.7000000011176,yes
6,training,3,15,training,retrieval,3,4,위,위,았;르;문;두;수;워,까,FALSE,1688.300000000745,no
6,training,3,15,training,retrieval,4,5,뜻,까,았;르;문;두;수;워,까,TRUE,1626.800000000745,yes
6,training,3,15,training,retrieval,5,0,효,효,았;르;문;두;수;워,효,TRUE,1721.5,no
6,training,3,15,training,retrieval,6,2,보,보,았;르;문;두;수;워,조,FALSE,2250.199999999255,no
6,training,4,16,training,memory,1,0,았,NA,NA,NULL,NA,NA,NA
6,training,4,16,training,memory,2,1,위,NA,NA,NULL,NA,NA,NA
6,training,4,16,training,memory,3,2,효,NA,NA,NULL,NA,NA,NA
6,training,4,16,training,memory,4,3,뜻,NA,NA,NULL,NA,NA,NA
6,training,4,16,training,memory,5,4,르,NA,NA,NULL,NA,NA,NA
6,training,4,16,training,memory,6,5,문,NA,NA,NULL,NA,NA,NA
6,training,4,16,training,updating,1,4,르,보,NA,NULL,NA,NA,yes
6,training,4,16,training,updating,2,0,았,큼,NA,NULL,NA,NA,yes
6,training,4,16,training,updating,3,5,문,까,NA,NULL,NA,NA,yes
6,training,4,16,training,retrieval,1,0,았,큼,조;표;뿌;극;닌;느,큼,TRUE,1929.5,yes
6,training,4,16,training,retrieval,2,4,르,보,조;표;뿌;극;닌;느,까,FALSE,1646.9000000003725,yes
6,training,4,16,training,retrieval,3,5,문,까,조;표;뿌;극;닌;느,조,FALSE,2042.5,yes
6,training,4,16,training,retrieval,4,1,위,위,조;표;뿌;극;닌;느,위,TRUE,4064.7999999988824,no
6,training,4,16,training,retrieval,5,3,뜻,뜻,조;표;뿌;극;닌;느,조,FALSE,5158.0999999996275,no
6,training,4,16,training,retrieval,6,2,효,효,조;표;뿌;극;닌;느,효,TRUE,1352.199999999255,no
6,training,4,17,training,memory,1,0,표,NA,NA,NULL,NA,NA,NA
6,training,4,17,training,memory,2,1,효,NA,NA,NULL,NA,NA,NA
6,training,4,17,training,memory,3,2,았,NA,NA,NULL,NA,NA,NA
6,training,4,17,training,memory,4,3,보,NA,NA,NULL,NA,NA,NA
6,training,4,17,training,memory,5,4,문,NA,NA,NULL,NA,NA,NA
6,training,4,17,training,memory,6,5,뜻,NA,NA,NULL,NA,NA,NA
6,training,4,17,training,updating,1,0,표,까,NA,NULL,NA,NA,yes
6,training,4,17,training,updating,2,1,효,뿌,NA,NULL,NA,NA,yes
6,training,4,17,training,updating,3,5,뜻,큼,NA,NULL,NA,NA,yes
6,training,4,17,training,retrieval,1,4,문,문,위;르;조;리;된;국,위,FALSE,1000.1999999992549,no
6,training,4,17,training,retrieval,2,5,뜻,큼,위;르;조;리;된;국,큼,TRUE,2410.2999999988824,yes
6,training,4,17,training,retrieval,3,2,았,았,위;르;조;리;된;국,까,FALSE,1136.6000000014901,no
6,training,4,17,training,retrieval,4,3,보,보,위;르;조;리;된;국,문,FALSE,1464.2999999988824,no
6,training,4,17,training,retrieval,5,0,표,까,위;르;조;리;된;국,효,FALSE,1379.800000000745,yes
6,training,4,17,training,retrieval,6,1,효,뿌,위;르;조;리;된;국,뿌,TRUE,486.59999999962747,yes
6,training,4,18,training,memory,1,0,뿌,NA,NA,NULL,NA,NA,NA
6,training,4,18,training,memory,2,1,르,NA,NA,NULL,NA,NA,NA
6,training,4,18,training,memory,3,2,문,NA,NA,NULL,NA,NA,NA
6,training,4,18,training,memory,4,3,큼,NA,NA,NULL,NA,NA,NA
6,training,4,18,training,memory,5,4,뜻,NA,NA,NULL,NA,NA,NA
6,training,4,18,training,memory,6,5,효,NA,NA,NULL,NA,NA,NA
6,training,4,18,training,updating,1,0,뿌,보,NA,NULL,NA,NA,yes
6,training,4,18,training,updating,2,1,르,표,NA,NULL,NA,NA,yes
6,training,4,18,training,updating,3,5,효,조,NA,NULL,NA,NA,yes
6,training,4,18,training,retrieval,1,4,뜻,뜻,았;위;까;온;찬;건,효,FALSE,1224.7000000011176,no
6,training,4,18,training,retrieval,2,0,뿌,보,았;위;까;온;찬;건,보,TRUE,3577.7000000011176,yes
6,training,4,18,training,retrieval,3,5,효,조,았;위;까;온;찬;건,조,TRUE,2486.699999999255,yes
6,training,4,18,training,retrieval,4,1,르,표,았;위;까;온;찬;건,표,TRUE,4028.800000000745,yes
6,training,4,18,training,retrieval,5,2,문,문,았;위;까;온;찬;건,뿌,FALSE,2055.5999999996275,no
6,training,4,18,training,retrieval,6,3,큼,큼,았;위;까;온;찬;건,뜻,FALSE,1389.199999999255,no
6,training,4,19,training,memory,1,0,뿌,NA,NA,NULL,NA,NA,NA
6,training,4,19,training,memory,2,1,조,NA,NA,NULL,NA,NA,NA
6,training,4,19,training,memory,3,2,위,NA,NA,NULL,NA,NA,NA
6,training,4,19,training,memory,4,3,큼,NA,NA,NULL,NA,NA,NA
6,training,4,19,training,memory,5,4,표,NA,NA,NULL,NA,NA,NA
6,training,4,19,training,memory,6,5,문,NA,NA,NULL,NA,NA,NA
6,training,4,19,training,updating,1,4,표,까,NA,NULL,NA,NA,yes
6,training,4,19,training,updating,2,2,위,르,NA,NULL,NA,NA,yes
6,training,4,19,training,updating,3,0,뿌,보,NA,NULL,NA,NA,yes
6,training,4,19,training,retrieval,1,2,위,르,뜻;효;았;컨;측;듣,르,TRUE,1834.800000000745,yes
6,training,4,19,training,retrieval,2,5,문,문,뜻;효;았;컨;측;듣,표,FALSE,1471.6000000014901,no
6,training,4,19,training,retrieval,3,3,큼,큼,뜻;효;았;컨;측;듣,위,FALSE,2391.0999999996275,no
6,training,4,19,training,retrieval,4,4,표,까,뜻;효;았;컨;측;듣,까,TRUE,4039.5,yes
6,training,4,19,training,retrieval,5,0,뿌,보,뜻;효;았;컨;측;듣,보,TRUE,2060.5,yes
6,training,4,19,training,retrieval,6,1,조,조,뜻;효;았;컨;측;듣,조,TRUE,1610.5999999996275,no
6,training,4,20,training,memory,1,0,뿌,NA,NA,NULL,NA,NA,NA
6,training,4,20,training,memory,2,1,표,NA,NA,NULL,NA,NA,NA
6,training,4,20,training,memory,3,2,조,NA,NA,NULL,NA,NA,NA
6,training,4,20,training,memory,4,3,효,NA,NA,NULL,NA,NA,NA
6,training,4,20,training,memory,5,4,르,NA,NA,NULL,NA,NA,NA
6,training,4,20,training,memory,6,5,았,NA,NA,NULL,NA,NA,NA
6,training,4,20,training,updating,1,1,표,위,NA,NULL,NA,NA,yes
6,training,4,20,training,updating,2,2,조,큼,NA,NULL,NA,NA,yes
6,training,4,20,training,updating,3,4,르,보,NA,NULL,NA,NA,yes
6,training,4,20,training,retrieval,1,3,효,효,뜻;문;까;른;튜;듯,았,FALSE,1546.7000000011176,no
6,training,4,20,training,retrieval,2,4,르,보,뜻;문;까;른;튜;듯,보,TRUE,3316.5,yes
6,training,4,20,training,retrieval,3,2,조,큼,뜻;문;까;른;튜;듯,큼,TRUE,2139.9000000003725,yes
6,training,4,20,training,retrieval,4,1,표,위,뜻;문;까;른;튜;듯,위,TRUE,1871.800000000745,yes
6,training,4,20,training,retrieval,5,0,뿌,뿌,뜻;문;까;른;튜;듯,뿌,TRUE,1099.4000000003725,no
6,training,4,20,training,retrieval,6,5,았,았,뜻;문;까;른;튜;듯,르,FALSE,1047,no
6,training,5,21,training,memory,1,0,뿌,NA,NA,NULL,NA,NA,NA
6,training,5,21,training,memory,2,1,표,NA,NA,NULL,NA,NA,NA
6,training,5,21,training,memory,3,2,효,NA,NA,NULL,NA,NA,NA
6,training,5,21,training,memory,4,3,조,NA,NA,NULL,NA,NA,NA
6,training,5,21,training,memory,5,4,르,NA,NA,NULL,NA,NA,NA
6,training,5,21,training,memory,6,5,았,NA,NA,NULL,NA,NA,NA
6,training,5,21,training,updating,1,1,표,문,NA,NULL,NA,NA,yes
6,training,5,21,training,updating,2,5,았,보,NA,NULL,NA,NA,yes
6,training,5,21,training,updating,3,2,효,뜻,NA,NULL,NA,NA,yes
6,training,5,21,training,retrieval,1,5,았,보,위;까;큼;방;직;택,보,TRUE,6260.5,yes
6,training,5,21,training,retrieval,2,4,르,르,위;까;큼;방;직;택,았,FALSE,1102.9000000003725,no
6,training,5,21,training,retrieval,3,2,효,뜻,위;까;큼;방;직;택,뜻,TRUE,3638.5999999996275,yes
6,training,5,21,training,retrieval,4,0,뿌,뿌,위;까;큼;방;직;택,뿌,TRUE,1193.7999999988824,no
6,training,5,21,training,retrieval,5,3,조,조,위;까;큼;방;직;택,효,FALSE,2543.5,no
6,training,5,21,training,retrieval,6,1,표,문,위;까;큼;방;직;택,문,TRUE,1159.9000000003725,yes
6,training,5,22,training,memory,1,0,큼,NA,NA,NULL,NA,NA,NA
6,training,5,22,training,memory,2,1,표,NA,NA,NULL,NA,NA,NA
6,training,5,22,training,memory,3,2,위,NA,NA,NULL,NA,NA,NA
6,training,5,22,training,memory,4,3,뿌,NA,NA,NULL,NA,NA,NA
6,training,5,22,training,memory,5,4,보,NA,NA,NULL,NA,NA,NA
6,training,5,22,training,memory,6,5,조,NA,NA,NULL,NA,NA,NA
6,training,5,22,training,updating,1,3,뿌,까,NA,NULL,NA,NA,yes
6,training,5,22,training,updating,2,4,보,르,NA,NULL,NA,NA,yes
6,training,5,22,training,updating,3,0,큼,았,NA,NULL,NA,NA,yes
6,training,5,22,training,retrieval,1,2,위,위,문;뜻;효;장;신;생,위,TRUE,2362.9000000003725,no
6,training,5,22,training,retrieval,2,3,뿌,까,문;뜻;효;장;신;생,까,TRUE,1736.800000000745,yes
6,training,5,22,training,retrieval,3,5,조,조,문;뜻;효;장;신;생,조,TRUE,2268.2999999988824,no
6,training,5,22,training,retrieval,4,4,보,르,문;뜻;효;장;신;생,르,TRUE,827,yes
6,training,5,22,training,retrieval,5,1,표,표,문;뜻;효;장;신;생,표,TRUE,1644.0999999996275,no
6,training,5,22,training,retrieval,6,0,큼,았,문;뜻;효;장;신;생,았,TRUE,2947.9000000003725,yes
6,training,5,23,training,memory,1,0,위,NA,NA,NULL,NA,NA,NA
6,training,5,23,training,memory,2,1,효,NA,NA,NULL,NA,NA,NA
6,training,5,23,training,memory,3,2,문,NA,NA,NULL,NA,NA,NA
6,training,5,23,training,memory,4,3,조,NA,NA,NULL,NA,NA,NA
6,training,5,23,training,memory,5,4,까,NA,NA,NULL,NA,NA,NA
6,training,5,23,training,memory,6,5,르,NA,NA,NULL,NA,NA,NA
6,training,5,23,training,updating,1,4,까,았,NA,NULL,NA,NA,yes
6,training,5,23,training,updating,2,0,위,뿌,NA,NULL,NA,NA,yes
6,training,5,23,training,updating,3,5,르,뜻,NA,NULL,NA,NA,yes
6,training,5,23,training,retrieval,1,0,위,뿌,보;큼;표;쟁;터;일,뿌,TRUE,2275.89999999851,yes
6,training,5,23,training,retrieval,2,2,문,문,보;큼;표;쟁;터;일,문,TRUE,1259.5999999996275,no
6,training,5,23,training,retrieval,3,1,효,효,보;큼;표;쟁;터;일,효,TRUE,1023.7000000011176,no
6,training,5,23,training,retrieval,4,3,조,조,보;큼;표;쟁;터;일,조,TRUE,3621.2000000011176,no
6,training,5,23,training,retrieval,5,5,르,뜻,보;큼;표;쟁;터;일,았,FALSE,2921.300000000745,yes
6,training,5,23,training,retrieval,6,4,까,았,보;큼;표;쟁;터;일,위,FALSE,2066.4000000003725,yes
6,training,5,24,training,memory,1,0,르,NA,NA,NULL,NA,NA,NA
6,training,5,24,training,memory,2,1,까,NA,NA,NULL,NA,NA,NA
6,training,5,24,training,memory,3,2,뜻,NA,NA,NULL,NA,NA,NA
6,training,5,24,training,memory,4,3,뿌,NA,NA,NULL,NA,NA,NA
6,training,5,24,training,memory,5,4,조,NA,NA,NULL,NA,NA,NA
6,training,5,24,training,memory,6,5,표,NA,NA,NULL,NA,NA,NA
6,training,5,24,training,updating,1,0,르,문,NA,NULL,NA,NA,yes
6,training,5,24,training,updating,2,3,뿌,큼,NA,NULL,NA,NA,yes
6,training,5,24,training,updating,3,5,표,았,NA,NULL,NA,NA,yes
6,training,5,24,training,retrieval,1,1,까,까,보;위;효;죄;당;호,르,FALSE,1763.199999999255,no
6,training,5,24,training,retrieval,2,4,조,조,보;위;효;죄;당;호,조,TRUE,3187.0999999996275,no
6,training,5,24,training,retrieval,3,3,뿌,큼,보;위;효;죄;당;호,큼,TRUE,1403.4000000003725,yes
6,training,5,24,training,retrieval,4,0,르,문,보;위;효;죄;당;호,문,TRUE,1124.199999999255,yes
6,training,5,24,training,retrieval,5,5,표,았,보;위;효;죄;당;호,았,TRUE,1429.9000000003725,yes
6,training,5,24,training,retrieval,6,2,뜻,뜻,보;위;효;죄;당;호,효,FALSE,1157.800000000745,no
6,training,5,25,training,memory,1,0,보,NA,NA,NULL,NA,NA,NA
6,training,5,25,training,memory,2,1,문,NA,NA,NULL,NA,NA,NA
6,training,5,25,training,memory,3,2,았,NA,NA,NULL,NA,NA,NA
6,training,5,25,training,memory,4,3,효,NA,NA,NULL,NA,NA,NA
6,training,5,25,training,memory,5,4,르,NA,NA,NULL,NA,NA,NA
6,training,5,25,training,memory,6,5,뿌,NA,NA,NULL,NA,NA,NA
6,training,5,25,training,updating,1,2,았,위,NA,NULL,NA,NA,yes
6,training,5,25,training,updating,2,5,뿌,뜻,NA,NULL,NA,NA,yes
6,training,5,25,training,updating,3,1,문,조,NA,NULL,NA,NA,yes
6,training,5,25,training,retrieval,1,4,르,르,표;까;큼;력;와;혈,르,TRUE,1122.4000000003725,no
6,training,5,25,training,retrieval,2,3,효,효,표;까;큼;력;와;혈,문,FALSE,1563.699999999255,no
6,training,5,25,training,retrieval,3,1,문,조,표;까;큼;력;와;혈,조,TRUE,1388.5999999996275,yes
6,training,5,25,training,retrieval,4,2,았,위,표;까;큼;력;와;혈,큼,FALSE,1169.0999999996275,yes
6,training,5,25,training,retrieval,5,0,보,보,표;까;큼;력;와;혈,보,TRUE,659.0999999996275,no
6,training,5,25,training,retrieval,6,5,뿌,뜻,표;까;큼;력;와;혈,위,FALSE,692.2999999988824,yes
6,training,6,26,training,memory,1,0,문,NA,NA,NULL,NA,NA,NA
6,training,6,26,training,memory,2,1,조,NA,NA,NULL,NA,NA,NA
6,training,6,26,training,memory,3,2,위,NA,NA,NULL,NA,NA,NA
6,training,6,26,training,memory,4,3,큼,NA,NA,NULL,NA,NA,NA
6,training,6,26,training,memory,5,4,표,NA,NA,NULL,NA,NA,NA
6,training,6,26,training,memory,6,5,까,NA,NA,NULL,NA,NA,NA
6,training,6,26,training,updating,1,0,문,뿌,NA,NULL,NA,NA,yes
6,training,6,26,training,updating,2,1,조,았,NA,NULL,NA,NA,yes
6,training,6,26,training,updating,3,5,까,효,NA,NULL,NA,NA,yes
6,training,6,26,training,retrieval,1,1,조,았,뜻;르;보;성;첫;베,았,TRUE,1591.5,yes
6,training,6,26,training,retrieval,2,3,큼,큼,뜻;르;보;성;첫;베,까,FALSE,1389.5,no
6,training,6,26,training,retrieval,3,0,문,뿌,뜻;르;보;성;첫;베,뿌,TRUE,2491.300000000745,yes
6,training,6,26,training,retrieval,4,2,위,위,뜻;르;보;성;첫;베,효,FALSE,5414.300000000745,no
6,training,6,26,training,retrieval,5,4,표,표,뜻;르;보;성;첫;베,표,TRUE,1238.5999999996275,no
6,training,6,26,training,retrieval,6,5,까,효,뜻;르;보;성;첫;베,았,FALSE,2259.7000000011176,yes
6,training,6,27,training,memory,1,0,뿌,NA,NA,NULL,NA,NA,NA
6,training,6,27,training,memory,2,1,보,NA,NA,NULL,NA,NA,NA
6,training,6,27,training,memory,3,2,까,NA,NA,NULL,NA,NA,NA
6,training,6,27,training,memory,4,3,문,NA,NA,NULL,NA,NA,NA
6,training,6,27,training,memory,5,4,큼,NA,NA,NULL,NA,NA,NA
6,training,6,27,training,memory,6,5,조,NA,NA,NULL,NA,NA,NA
6,training,6,27,training,updating,1,3,문,르,NA,NULL,NA,NA,yes
6,training,6,27,training,updating,2,0,뿌,위,NA,NULL,NA,NA,yes
6,training,6,27,training,updating,3,5,조,뜻,NA,NULL,NA,NA,yes
6,training,6,27,training,retrieval,1,3,문,르,표;았;효;고;숙;각,르,TRUE,1104.6000000014901,yes
6,training,6,27,training,retrieval,2,5,조,뜻,표;았;효;고;숙;각,뜻,TRUE,2297.7999999988824,yes
6,training,6,27,training,retrieval,3,2,까,까,표;았;효;고;숙;각,뿌,FALSE,2250.5,no
6,training,6,27,training,retrieval,4,1,보,보,표;았;효;고;숙;각,보,TRUE,2057.5999999996275,no
6,training,6,27,training,retrieval,5,4,큼,큼,표;았;효;고;숙;각,까,FALSE,1800.5,no
6,training,6,27,training,retrieval,6,0,뿌,위,표;았;효;고;숙;각,위,TRUE,2451.2999999988824,yes
6,training,6,28,training,memory,1,0,큼,NA,NA,NULL,NA,NA,NA
6,training,6,28,training,memory,2,1,았,NA,NA,NULL,NA,NA,NA
6,training,6,28,training,memory,3,2,르,NA,NA,NULL,NA,NA,NA
6,training,6,28,training,memory,4,3,조,NA,NA,NULL,NA,NA,NA
6,training,6,28,training,memory,5,4,위,NA,NA,NULL,NA,NA,NA
6,training,6,28,training,memory,6,5,문,NA,NA,NULL,NA,NA,NA
6,training,6,28,training,updating,1,0,큼,효,NA,NULL,NA,NA,yes
6,training,6,28,training,updating,2,1,았,뜻,NA,NULL,NA,NA,yes
6,training,6,28,training,updating,3,3,조,뿌,NA,NULL,NA,NA,yes
6,training,6,28,training,retrieval,1,3,조,뿌,표;까;보;치;족;렌,뜻,FALSE,2281.800000000745,yes
6,training,6,28,training,retrieval,2,5,문,문,표;까;보;치;족;렌,문,TRUE,4377.199999999255,no
6,training,6,28,training,retrieval,3,2,르,르,표;까;보;치;족;렌,위,FALSE,4596,no
6,training,6,28,training,retrieval,4,4,위,위,표;까;보;치;족;렌,효,FALSE,1266.699999999255,no
6,training,6,28,training,retrieval,5,1,았,뜻,표;까;보;치;족;렌,조,FALSE,1382,yes
6,training,6,28,training,retrieval,6,0,큼,효,표;까;보;치;족;렌,표,FALSE,1738,yes
6,training,6,29,training,memory,1,0,문,NA,NA,NULL,NA,NA,NA
6,training,6,29,training,memory,2,1,까,NA,NA,NULL,NA,NA,NA
6,training,6,29,training,memory,3,2,르,NA,NA,NULL,NA,NA,NA
6,training,6,29,training,memory,4,3,효,NA,NA,NULL,NA,NA,NA
6,training,6,29,training,memory,5,4,위,NA,NA,NULL,NA,NA,NA
6,training,6,29,training,memory,6,5,았,NA,NA,NULL,NA,NA,NA
6,training,6,29,training,updating,1,3,효,조,NA,NULL,NA,NA,yes
6,training,6,29,training,updating,2,4,위,표,NA,NULL,NA,NA,yes
6,training,6,29,training,updating,3,5,았,뿌,NA,NULL,NA,NA,yes
6,training,6,29,training,retrieval,1,0,문,문,보;뜻;큼;분;빛;회,문,TRUE,4601,no
6,training,6,29,training,retrieval,2,4,위,표,보;뜻;큼;분;빛;회,표,TRUE,1590.5999999996275,yes
6,training,6,29,training,retrieval,3,1,까,까,보;뜻;큼;분;빛;회,큼,FALSE,1353.300000000745,no
6,training,6,29,training,retrieval,4,2,르,르,보;뜻;큼;분;빛;회,르,TRUE,943,no
6,training,6,29,training,retrieval,5,5,았,뿌,보;뜻;큼;분;빛;회,았,FALSE,1324.2000000011176,yes
6,training,6,29,training,retrieval,6,3,효,조,보;뜻;큼;분;빛;회,조,TRUE,3524.5999999996275,yes
6,training,6,30,training,memory,1,0,뿌,NA,NA,NULL,NA,NA,NA
6,training,6,30,training,memory,2,1,까,NA,NA,NULL,NA,NA,NA
6,training,6,30,training,memory,3,2,보,NA,NA,NULL,NA,NA,NA
6,training,6,30,training,memory,4,3,효,NA,NA,NULL,NA,NA,NA
6,training,6,30,training,memory,5,4,큼,NA,NA,NULL,NA,NA,NA
6,training,6,30,training,memory,6,5,았,NA,NA,NULL,NA,NA,NA
6,training,6,30,training,updating,1,0,뿌,조,NA,NULL,NA,NA,yes
6,training,6,30,training,updating,2,2,보,위,NA,NULL,NA,NA,yes
6,training,6,30,training,updating,3,3,효,문,NA,NULL,NA,NA,yes
6,training,6,30,training,retrieval,1,0,뿌,조,표;뜻;르;럽;었;울,조,TRUE,2034.2000000011176,yes
6,training,6,30,training,retrieval,2,5,았,았,표;뜻;르;럽;었;울,큼,FALSE,1975.3999999985099,no
6,training,6,30,training,retrieval,3,2,보,위,표;뜻;르;럽;었;울,위,TRUE,1202,yes
6,training,6,30,training,retrieval,4,1,까,까,표;뜻;르;럽;었;울,표,FALSE,1733.5,no
6,training,6,30,training,retrieval,5,4,큼,큼,표;뜻;르;럽;었;울,르,FALSE,2497.699999999255,no
6,training,6,30,training,retrieval,6,3,효,문,표;뜻;르;럽;었;울,문,TRUE,2669,yes
6,testing,1,1,A,memory,1,0,보,NA,NA,NULL,NA,NA,NA
6,testing,1,1,A,memory,2,1,까,NA,NA,NULL,NA,NA,NA
6,testing,1,1,A,memory,3,2,문,NA,NA,NULL,NA,NA,NA
6,testing,1,1,A,memory,4,3,았,NA,NA,NULL,NA,NA,NA
6,testing,1,1,A,memory,5,4,조,NA,NA,NULL,NA,NA,NA
6,testing,1,1,A,memory,6,5,큼,NA,NA,NULL,NA,NA,NA
6,testing,1,1,A,updating,1,1,까,눈,NA,NULL,NA,NA,yes
6,testing,1,1,A,updating,2,5,큼,늘,NA,NULL,NA,NA,yes
6,testing,1,1,A,updating,3,4,조,형,NA,NULL,NA,NA,yes
6,testing,1,1,A,retrieval,1,3,았,았,뜻;뿌;위;북;좋;박,조,FALSE,1473,no
6,testing,1,1,A,retrieval,2,0,보,보,뜻;뿌;위;북;좋;박,위,FALSE,1678.2000000011176,no
6,testing,1,1,A,retrieval,3,1,까,눈,뜻;뿌;위;북;좋;박,문,FALSE,11815.700000001118,yes
6,testing,1,1,A,retrieval,4,5,큼,늘,뜻;뿌;위;북;좋;박,늘,TRUE,3830.9000000003725,yes
6,testing,1,1,A,retrieval,5,2,문,문,뜻;뿌;위;북;좋;박,았,FALSE,1137.5,no
6,testing,1,1,A,retrieval,6,4,조,형,뜻;뿌;위;북;좋;박,형,TRUE,549.8000000007451,yes
6,testing,1,2,B,memory,1,0,맑,NA,NA,NULL,NA,NA,NA
6,testing,1,2,B,memory,2,1,몸,NA,NA,NULL,NA,NA,NA
6,testing,1,2,B,memory,3,2,무,NA,NA,NULL,NA,NA,NA
6,testing,1,2,B,memory,4,3,천,NA,NA,NULL,NA,NA,NA
6,testing,1,2,B,memory,5,4,못,NA,NA,NULL,NA,NA,NA
6,testing,1,2,B,memory,6,5,후,NA,NA,NULL,NA,NA,NA
6,testing,1,2,B,updating,1,1,몸,효,NA,NULL,NA,NA,yes
6,testing,1,2,B,updating,2,3,천,문,NA,NULL,NA,NA,yes
6,testing,1,2,B,updating,3,0,맑,뿌,NA,NULL,NA,NA,yes
6,testing,1,2,B,retrieval,1,4,못,못,위;뜻;조;기;시;포,효,FALSE,1795.5,no
6,testing,1,2,B,retrieval,2,3,천,문,위;뜻;조;기;시;포,문,TRUE,2547.7999999988824,yes
6,testing,1,2,B,retrieval,3,1,몸,효,위;뜻;조;기;시;포,효,TRUE,1462.2999999988824,yes
6,testing,1,2,B,retrieval,4,0,맑,뿌,위;뜻;조;기;시;포,뿌,TRUE,1026,yes
6,testing,1,2,B,retrieval,5,2,무,무,위;뜻;조;기;시;포,무,TRUE,2718.0999999996275,no
6,testing,1,2,B,retrieval,6,5,후,후,위;뜻;조;기;시;포,시,FALSE,821.3000000007451,no
6,testing,1,3,B,memory,1,0,물,NA,NA,NULL,NA,NA,NA
6,testing,1,3,B,memory,2,1,칙,NA,NA,NULL,NA,NA,NA
6,testing,1,3,B,memory,3,2,순,NA,NA,NULL,NA,NA,NA
6,testing,1,3,B,memory,4,3,비,NA,NA,NULL,NA,NA,NA
6,testing,1,3,B,memory,5,4,그,NA,NA,NULL,NA,NA,NA
6,testing,1,3,B,memory,6,5,외,NA,NA,NULL,NA,NA,NA
6,testing,1,3,B,updating,1,1,칙,표,NA,NULL,NA,NA,yes
6,testing,1,3,B,updating,2,0,물,보,NA,NULL,NA,NA,yes
6,testing,1,3,B,updating,3,3,비,효,NA,NULL,NA,NA,yes
6,testing,1,3,B,retrieval,1,1,칙,표,뜻;큼;뿌;재;학;피,표,TRUE,3527.9000000003725,yes
6,testing,1,3,B,retrieval,2,3,비,효,뜻;큼;뿌;재;학;피,효,TRUE,2719.5,yes
6,testing,1,3,B,retrieval,3,0,물,보,뜻;큼;뿌;재;학;피,보,TRUE,4287.799999998882,yes
6,testing,1,3,B,retrieval,4,2,순,순,뜻;큼;뿌;재;학;피,비,FALSE,2694.4000000003725,no
6,testing,1,3,B,retrieval,5,4,그,그,뜻;큼;뿌;재;학;피,그,TRUE,692.7999999988824,no
6,testing,1,3,B,retrieval,6,5,외,외,뜻;큼;뿌;재;학;피,순,FALSE,1399.0999999996275,no
6,testing,1,4,A,memory,1,0,효,NA,NA,NULL,NA,NA,NA
6,testing,1,4,A,memory,2,1,위,NA,NA,NULL,NA,NA,NA
6,testing,1,4,A,memory,3,2,뜻,NA,NA,NULL,NA,NA,NA
6,testing,1,4,A,memory,4,3,르,NA,NA,NULL,NA,NA,NA
6,testing,1,4,A,memory,5,4,뿌,NA,NA,NULL,NA,NA,NA
6,testing,1,4,A,memory,6,5,큼,NA,NA,NULL,NA,NA,NA
6,testing,1,4,A,updating,1,1,위,압,NA,NULL,NA,NA,yes
6,testing,1,4,A,updating,2,3,르,쓸,NA,NULL,NA,NA,yes
6,testing,1,4,A,updating,3,0,효,토,NA,NULL,NA,NA,yes
6,testing,1,4,A,retrieval,1,1,위,압,조;까;보;휴;응;없,없,FALSE,1292.2000000011176,yes
6,testing,1,4,A,retrieval,2,2,뜻,뜻,조;까;보;휴;응;없,쓸,FALSE,1506.300000000745,no
6,testing,1,4,A,retrieval,3,0,효,토,조;까;보;휴;응;없,토,TRUE,955.2000000011176,yes
6,testing,1,4,A,retrieval,4,3,르,쓸,조;까;보;휴;응;없,쓸,TRUE,506.59999999962747,yes
6,testing,1,4,A,retrieval,5,5,큼,큼,조;까;보;휴;응;없,뿌,FALSE,1308.300000000745,no
6,testing,1,4,A,retrieval,6,4,뿌,뿌,조;까;보;휴;응;없,르,FALSE,1754.0999999996275,no
6,testing,1,5,A,memory,1,0,조,NA,NA,NULL,NA,NA,NA
6,testing,1,5,A,memory,2,1,았,NA,NA,NULL,NA,NA,NA
6,testing,1,5,A,memory,3,2,뜻,NA,NA,NULL,NA,NA,NA
6,testing,1,5,A,memory,4,3,위,NA,NA,NULL,NA,NA,NA
6,testing,1,5,A,memory,5,4,큼,NA,NA,NULL,NA,NA,NA
6,testing,1,5,A,memory,6,5,르,NA,NA,NULL,NA,NA,NA
6,testing,1,5,A,updating,1,0,조,폐,NA,NULL,NA,NA,yes
6,testing,1,5,A,updating,2,1,았,궈,NA,NULL,NA,NA,yes
6,testing,1,5,A,updating,3,4,큼,지,NA,NULL,NA,NA,yes
6,testing,1,5,A,retrieval,1,4,큼,지,까;효;뿌;륙;익;은,지,TRUE,1885.5,yes
