participant,expPart,block,trial,condition,screenID,stepID,position,initial_item,final_item,npl_items,answer,acc,rt,updPos
9,training,6,29,training,retrieval,2,2,보,보,표;았;위;른;현;와,보,TRUE,2153,no
9,training,6,29,training,retrieval,3,4,문,까,표;았;위;른;현;와,까,TRUE,2057,yes
9,training,6,29,training,retrieval,4,3,뜻,르,표;았;위;른;현;와,르,TRUE,2825,yes
9,training,6,29,training,retrieval,5,5,효,효,표;았;위;른;현;와,효,TRUE,2664,no
9,training,6,29,training,retrieval,6,1,조,뿌,표;았;위;른;현;와,조,FALSE,2288,yes
9,training,6,30,training,memory,1,0,르,NA,NA,NULL,NA,NA,NA
9,training,6,30,training,memory,2,1,큼,NA,NA,NULL,NA,NA,NA
9,training,6,30,training,memory,3,2,효,NA,NA,NULL,NA,NA,NA
9,training,6,30,training,memory,4,3,보,NA,NA,NULL,NA,NA,NA
9,training,6,30,training,memory,5,4,표,NA,NA,NULL,NA,NA,NA
9,training,6,30,training,memory,6,5,까,NA,NA,NULL,NA,NA,NA
9,training,6,30,training,updating,1,4,표,았,NA,NULL,NA,NA,yes
9,training,6,30,training,updating,2,5,까,뿌,NA,NULL,NA,NA,yes
9,training,6,30,training,updating,3,2,효,뜻,NA,NULL,NA,NA,yes
9,training,6,30,training,retrieval,1,1,큼,큼,문;위;조;받;감;일,조,FALSE,12717,no
9,training,6,30,training,retrieval,2,0,르,르,문;위;조;받;감;일,르,TRUE,3598,no
9,training,6,30,training,retrieval,3,2,효,뜻,문;위;조;받;감;일,뜻,TRUE,3216,yes
9,training,6,30,training,retrieval,4,3,보,보,문;위;조;받;감;일,보,TRUE,1904,no
9,training,6,30,training,retrieval,5,4,표,았,문;위;조;받;감;일,았,TRUE,2504,yes
9,training,6,30,training,retrieval,6,5,까,뿌,문;위;조;받;감;일,뿌,TRUE,2594,yes
9,testing,1,1,A,memory,1,0,보,NA,NA,NULL,NA,NA,NA
9,testing,1,1,A,memory,2,1,뜻,NA,NA,NULL,NA,NA,NA
9,testing,1,1,A,memory,3,2,았,NA,NA,NULL,NA,NA,NA
9,testing,1,1,A,memory,4,3,조,NA,NA,NULL,NA,NA,NA
9,testing,1,1,A,memory,5,4,위,NA,NA,NULL,NA,NA,NA
9,testing,1,1,A,memory,6,5,문,NA,NA,NULL,NA,NA,NA
9,testing,1,1,A,updating,1,5,문,속,NA,NULL,NA,NA,yes
9,testing,1,1,A,updating,2,0,보,철,NA,NULL,NA,NA,yes
9,testing,1,1,A,updating,3,2,았,강,NA,NULL,NA,NA,yes
9,testing,1,1,A,retrieval,1,5,문,속,효;르;큼;숙;터;당,속,TRUE,4255,yes
9,testing,1,1,A,retrieval,2,4,위,위,효;르;큼;숙;터;당,위,TRUE,3872,no
9,testing,1,1,A,retrieval,3,0,보,철,효;르;큼;숙;터;당,철,TRUE,6064,yes
9,testing,1,1,A,retrieval,4,2,았,강,효;르;큼;숙;터;당,았,FALSE,5817,yes
9,testing,1,1,A,retrieval,5,3,조,조,효;르;큼;숙;터;당,조,TRUE,2721,no
9,testing,1,1,A,retrieval,6,1,뜻,뜻,효;르;큼;숙;터;당,효,FALSE,4680,no
9,testing,1,2,B,memory,1,0,습,NA,NA,NULL,NA,NA,NA
9,testing,1,2,B,memory,2,1,닌,NA,NA,NULL,NA,NA,NA
9,testing,1,2,B,memory,3,2,처,NA,NA,NULL,NA,NA,NA
9,testing,1,2,B,memory,4,3,력,NA,NA,NULL,NA,NA,NA
9,testing,1,2,B,memory,5,4,권,NA,NA,NULL,NA,NA,NA
9,testing,1,2,B,memory,6,5,소,NA,NA,NULL,NA,NA,NA
9,testing,1,2,B,updating,1,5,소,위,NA,NULL,NA,NA,yes
9,testing,1,2,B,updating,2,4,권,뿌,NA,NULL,NA,NA,yes
9,testing,1,2,B,updating,3,1,닌,보,NA,NULL,NA,NA,yes
9,testing,1,2,B,retrieval,1,4,권,뿌,뜻;조;큼;천;사;밟,뿌,TRUE,4054,yes
9,testing,1,2,B,retrieval,2,0,습,습,뜻;조;큼;천;사;밟,습,TRUE,13251,no
9,testing,1,2,B,retrieval,3,3,력,력,뜻;조;큼;천;사;밟,력,TRUE,7486,no
9,testing,1,2,B,retrieval,4,5,소,위,뜻;조;큼;천;사;밟,위,TRUE,2706,yes
9,testing,1,2,B,retrieval,5,2,처,처,뜻;조;큼;천;사;밟,처,TRUE,4482,no
9,testing,1,2,B,retrieval,6,1,닌,보,뜻;조;큼;천;사;밟,보,TRUE,3179,yes
9,testing,1,3,A,memory,1,0,효,NA,NA,NULL,NA,NA,NA
9,testing,1,3,A,memory,2,1,뜻,NA,NA,NULL,NA,NA,NA
9,testing,1,3,A,memory,3,2,르,NA,NA,NULL,NA,NA,NA
9,testing,1,3,A,memory,4,3,뿌,NA,NA,NULL,NA,NA,NA
9,testing,1,3,A,memory,5,4,보,NA,NA,NULL,NA,NA,NA
9,testing,1,3,A,memory,6,5,까,NA,NA,NULL,NA,NA,NA
9,testing,1,3,A,updating,1,3,뿌,꾸,NA,NULL,NA,NA,yes
9,testing,1,3,A,updating,2,0,효,출,NA,NULL,NA,NA,yes
9,testing,1,3,A,updating,3,1,뜻,을,NA,NULL,NA,NA,yes
9,testing,1,3,A,retrieval,1,2,르,르,표;았;조;게;안;씨,르,TRUE,4345,no
9,testing,1,3,A,retrieval,2,5,까,까,표;았;조;게;안;씨,까,TRUE,2417,no
9,testing,1,3,A,retrieval,3,3,뿌,꾸,표;았;조;게;안;씨,꾸,TRUE,2637,yes
9,testing,1,3,A,retrieval,4,4,보,보,표;았;조;게;안;씨,보,TRUE,2995,no
9,testing,1,3,A,retrieval,5,0,효,출,표;았;조;게;안;씨,출,TRUE,5401,yes
9,testing,1,3,A,retrieval,6,1,뜻,을,표;았;조;게;안;씨,을,TRUE,4424,yes
9,testing,1,4,B,memory,1,0,렵,NA,NA,NULL,NA,NA,NA
9,testing,1,4,B,memory,2,1,탈,NA,NA,NULL,NA,NA,NA
9,testing,1,4,B,memory,3,2,던,NA,NA,NULL,NA,NA,NA
9,testing,1,4,B,memory,4,3,순,NA,NA,NULL,NA,NA,NA
9,testing,1,4,B,memory,5,4,섰,NA,NA,NULL,NA,NA,NA
9,testing,1,4,B,memory,6,5,수,NA,NA,NULL,NA,NA,NA
9,testing,1,4,B,updating,1,5,수,표,NA,NULL,NA,NA,yes
9,testing,1,4,B,updating,2,2,던,조,NA,NULL,NA,NA,yes
9,testing,1,4,B,updating,3,4,섰,효,NA,NULL,NA,NA,yes
9,testing,1,4,B,retrieval,1,1,탈,탈,큼;보;뿌;빛;야;륙,뿌,FALSE,4627,no
9,testing,1,4,B,retrieval,2,0,렵,렵,큼;보;뿌;빛;야;륙,조,FALSE,8500,no
9,testing,1,4,B,retrieval,3,2,던,조,큼;보;뿌;빛;야;륙,순,FALSE,6181,yes
9,testing,1,4,B,retrieval,4,5,수,표,큼;보;뿌;빛;야;륙,표,TRUE,3111,yes
9,testing,1,4,B,retrieval,5,3,순,순,큼;보;뿌;빛;야;륙,던,FALSE,6308,no
9,testing,1,4,B,retrieval,6,4,섰,효,큼;보;뿌;빛;야;륙,효,TRUE,4921,yes
9,testing,1,5,B,memory,1,0,설,NA,NA,NULL,NA,NA,NA
9,testing,1,5,B,memory,2,1,략,NA,NA,NULL,NA,NA,NA
9,testing,1,5,B,memory,3,2,입,NA,NA,NULL,NA,NA,NA
9,testing,1,5,B,memory,4,3,에,NA,NA,NULL,NA,NA,NA
9,testing,1,5,B,memory,5,4,획,NA,NA,NULL,NA,NA,NA
9,testing,1,5,B,memory,6,5,점,NA,NA,NULL,NA,NA,NA
9,testing,1,5,B,updating,1,5,점,효,NA,NULL,NA,NA,yes
9,testing,1,5,B,updating,2,3,에,문,NA,NULL,NA,NA,yes
9,testing,1,5,B,updating,3,2,입,르,NA,NULL,NA,NA,yes
9,testing,1,5,B,retrieval,1,0,설,설,큼;까;보;활;쟁;첫,설,TRUE,6914,no
9,testing,1,5,B,retrieval,2,1,략,략,큼;까;보;활;쟁;첫,략,TRUE,3896,no
9,testing,1,5,B,retrieval,3,5,점,효,큼;까;보;활;쟁;첫,점,FALSE,5201,yes
9,testing,1,5,B,retrieval,4,4,획,획,큼;까;보;활;쟁;첫,획,TRUE,6993,no
9,testing,1,5,B,retrieval,5,2,입,르,큼;까;보;활;쟁;첫,르,TRUE,2256,yes
9,testing,1,5,B,retrieval,6,3,에,문,큼;까;보;활;쟁;첫,문,TRUE,3686,yes
9,testing,2,6,A,memory,1,0,문,NA,NA,NULL,NA,NA,NA
9,testing,2,6,A,memory,2,1,효,NA,NA,NULL,NA,NA,NA
9,testing,2,6,A,memory,3,2,뜻,NA,NA,NULL,NA,NA,NA
9,testing,2,6,A,memory,4,3,표,NA,NA,NULL,NA,NA,NA
9,testing,2,6,A,memory,5,4,뿌,NA,NA,NULL,NA,NA,NA
9,testing,2,6,A,memory,6,5,았,NA,NA,NULL,NA,NA,NA
9,testing,2,6,A,updating,1,4,뿌,긴,NA,NULL,NA,NA,yes
9,testing,2,6,A,updating,2,1,효,베,NA,NULL,NA,NA,yes
9,testing,2,6,A,updating,3,0,문,너,NA,NULL,NA,NA,yes
9,testing,2,6,A,retrieval,1,3,표,표,보;르;큼;났;존;떨,표,TRUE,6111,no
9,testing,2,6,A,retrieval,2,2,뜻,뜻,보;르;큼;났;존;떨,뜻,TRUE,2841,no
9,testing,2,6,A,retrieval,3,5,았,았,보;르;큼;났;존;떨,았,TRUE,2264,no
9,testing,2,6,A,retrieval,4,1,효,베,보;르;큼;났;존;떨,효,FALSE,3064,yes
9,testing,2,6,A,retrieval,5,4,뿌,긴,보;르;큼;났;존;떨,긴,TRUE,3592,yes
9,testing,2,6,A,retrieval,6,0,문,너,보;르;큼;났;존;떨,문,FALSE,5266,yes
9,testing,2,7,B,memory,1,0,생,NA,NA,NULL,NA,NA,NA
9,testing,2,7,B,memory,2,1,뿜,NA,NA,NULL,NA,NA,NA
9,testing,2,7,B,memory,3,2,렇,NA,NA,NULL,NA,NA,NA
9,testing,2,7,B,memory,4,3,자,NA,NA,NULL,NA,NA,NA
9,testing,2,7,B,memory,5,4,압,NA,NA,NULL,NA,NA,NA
9,testing,2,7,B,memory,6,5,떠,NA,NA,NULL,NA,NA,NA
9,testing,2,7,B,updating,1,5,떠,큼,NA,NULL,NA,NA,yes
9,testing,2,7,B,updating,2,2,렇,효,NA,NULL,NA,NA,yes
9,testing,2,7,B,updating,3,3,자,았,NA,NULL,NA,NA,yes
9,testing,2,7,B,retrieval,1,2,렇,효,뿌;뜻;까;더;분;떡,효,TRUE,3076,yes
9,testing,2,7,B,retrieval,2,3,자,았,뿌;뜻;까;더;분;떡,았,TRUE,3800,yes
9,testing,2,7,B,retrieval,3,0,생,생,뿌;뜻;까;더;분;떡,생,TRUE,2476,no
9,testing,2,7,B,retrieval,4,4,압,압,뿌;뜻;까;더;분;떡,압,TRUE,8770,no
9,testing,2,7,B,retrieval,5,5,떠,큼,뿌;뜻;까;더;분;떡,큼,TRUE,7810,yes
9,testing,2,7,B,retrieval,6,1,뿜,뿜,뿌;뜻;까;더;분;떡,생,FALSE,12517,no
9,testing,2,8,A,memory,1,0,문,NA,NA,NULL,NA,NA,NA
9,testing,2,8,A,memory,2,1,큼,NA,NA,NULL,NA,NA,NA
9,testing,2,8,A,memory,3,2,위,NA,NA,NULL,NA,NA,NA
9,testing,2,8,A,memory,4,3,뿌,NA,NA,NULL,NA,NA,NA
9,testing,2,8,A,memory,5,4,보,NA,NA,NULL,NA,NA,NA
9,testing,2,8,A,memory,6,5,았,NA,NA,NULL,NA,NA,NA
9,testing,2,8,A,updating,1,0,문,엄,NA,NULL,NA,NA,yes
9,testing,2,8,A,updating,2,1,큼,집,NA,NULL,NA,NA,yes
9,testing,2,8,A,updating,3,2,위,가,NA,NULL,NA,NA,yes
9,testing,2,8,A,retrieval,1,0,문,엄,르;까;조;맞;으;흔,엄,TRUE,8347,yes
9,testing,2,8,A,retrieval,2,3,뿌,뿌,르;까;조;맞;으;흔,뿌,TRUE,4590,no
9,testing,2,8,A,retrieval,3,1,큼,집,르;까;조;맞;으;흔,집,TRUE,9736,yes
9,testing,2,8,A,retrieval,4,5,았,았,르;까;조;맞;으;흔,았,TRUE,4567,no
9,testing,2,8,A,retrieval,5,4,보,보,르;까;조;맞;으;흔,보,TRUE,1560,no
9,testing,2,8,A,retrieval,6,2,위,가,르;까;조;맞;으;흔,가,TRUE,2144,yes
9,testing,2,9,A,memory,1,0,표,NA,NA,NULL,NA,NA,NA
9,testing,2,9,A,memory,2,1,큼,NA,NA,NULL,NA,NA,NA
9,testing,2,9,A,memory,3,2,조,NA,NA,NULL,NA,NA,NA
9,testing,2,9,A,memory,4,3,보,NA,NA,NULL,NA,NA,NA
9,testing,2,9,A,memory,5,4,뿌,NA,NA,NULL,NA,NA,NA
9,testing,2,9,A,memory,6,5,위,NA,NA,NULL,NA,NA,NA
9,testing,2,9,A,updating,1,2,조,한,NA,NULL,NA,NA,yes
9,testing,2,9,A,updating,2,5,위,루,NA,NULL,NA,NA,yes
9,testing,2,9,A,updating,3,1,큼,북,NA,NULL,NA,NA,yes
9,testing,2,9,A,retrieval,1,3,보,보,르;까;문;법;죄;제,보,TRUE,4907,no
9,testing,2,9,A,retrieval,2,1,큼,북,르;까;문;법;죄;제,북,TRUE,4679,yes
9,testing,2,9,A,retrieval,3,0,표,표,르;까;문;법;죄;제,표,TRUE,4048,no
9,testing,2,9,A,retrieval,4,2,조,한,르;까;문;법;죄;제,한,TRUE,4104,yes
9,testing,2,9,A,retrieval,5,5,위,루,르;까;문;법;죄;제,르,FALSE,12171,yes
9,testing,2,9,A,retrieval,6,4,뿌,뿌,르;까;문;법;죄;제,뿌,TRUE,2860,no
9,testing,2,10,A,memory,1,0,까,NA,NA,NULL,NA,NA,NA
9,testing,2,10,A,memory,2,1,보,NA,NA,NULL,NA,NA,NA
9,testing,2,10,A,memory,3,2,표,NA,NA,NULL,NA,NA,NA
9,testing,2,10,A,memory,4,3,뜻,NA,NA,NULL,NA,NA,NA
9,testing,2,10,A,memory,5,4,뿌,NA,NA,NULL,NA,NA,NA
9,testing,2,10,A,memory,6,5,았,NA,NA,NULL,NA,NA,NA
9,testing,2,10,A,updating,1,0,까,져,NA,NULL,NA,NA,yes
9,testing,2,10,A,updating,2,5,았,울,NA,NULL,NA,NA,yes
9,testing,2,10,A,updating,3,4,뿌,실,NA,NULL,NA,NA,yes
9,testing,2,10,A,retrieval,1,5,았,울,문;큼;르;불;개;호,울,TRUE,6607,yes
9,testing,2,10,A,retrieval,2,4,뿌,실,문;큼;르;불;개;호,실,TRUE,2858,yes
9,testing,2,10,A,retrieval,3,3,뜻,뜻,문;큼;르;불;개;호,뜻,TRUE,2845,no
9,testing,2,10,A,retrieval,4,1,보,보,문;큼;르;불;개;호,보,TRUE,3152,no
9,testing,2,10,A,retrieval,5,0,까,져,문;큼;르;불;개;호,져,TRUE,5768,yes
9,testing,2,10,A,retrieval,6,2,표,표,문;큼;르;불;개;호,표,TRUE,2912,no
9,testing,3,11,B,memory,1,0,혔,NA,NA,NULL,NA,NA,NA
9,testing,3,11,B,memory,2,1,산,NA,NA,NULL,NA,NA,NA
9,testing,3,11,B,memory,3,2,런,NA,NA,NULL,NA,NA,NA
9,testing,3,11,B,memory,4,3,피,NA,NA,NULL,NA,NA,NA
9,testing,3,11,B,memory,5,4,대,NA,NA,NULL,NA,NA,NA
9,testing,3,11,B,memory,6,5,엔,NA,NA,NULL,NA,NA,NA
9,testing,3,11,B,updating,1,4,대,보,NA,NULL,NA,NA,yes
9,testing,3,11,B,updating,2,3,피,뿌,NA,NULL,NA,NA,yes
9,testing,3,11,B,updating,3,0,혔,조,NA,NULL,NA,NA,yes
9,testing,3,11,B,retrieval,1,5,엔,엔,위;효;큼;반;신;용,큼,FALSE,8610,no
9,testing,3,11,B,retrieval,2,1,산,산,위;효;큼;반;신;용,산,TRUE,4368,no
9,testing,3,11,B,retrieval,3,4,대,보,위;효;큼;반;신;용,보,TRUE,6374,yes
9,testing,3,11,B,retrieval,4,2,런,런,위;효;큼;반;신;용,신,FALSE,12064,no
9,testing,3,11,B,retrieval,5,0,혔,조,위;효;큼;반;신;용,조,TRUE,3375,yes
9,testing,3,11,B,retrieval,6,3,피,뿌,위;효;큼;반;신;용,뿌,TRUE,3770,yes
9,testing,3,12,A,memory,1,0,문,NA,NA,NULL,NA,NA,NA
9,testing,3,12,A,memory,2,1,효,NA,NA,NULL,NA,NA,NA
9,testing,3,12,A,memory,3,2,보,NA,NA,NULL,NA,NA,NA
9,testing,3,12,A,memory,4,3,뿌,NA,NA,NULL,NA,NA,NA
9,testing,3,12,A,memory,5,4,조,NA,NA,NULL,NA,NA,NA
9,testing,3,12,A,memory,6,5,르,NA,NA,NULL,NA,NA,NA
9,testing,3,12,A,updating,1,4,조,만,NA,NULL,NA,NA,yes
9,testing,3,12,A,updating,2,5,르,해,NA,NULL,NA,NA,yes
9,testing,3,12,A,updating,3,2,보,치,NA,NULL,NA,NA,yes
9,testing,3,12,A,retrieval,1,4,조,만,표;까;큼;니;잡;독,만,TRUE,3481,yes
9,testing,3,12,A,retrieval,2,0,문,문,표;까;큼;니;잡;독,문,TRUE,3592,no
9,testing,3,12,A,retrieval,3,3,뿌,뿌,표;까;큼;니;잡;독,뿌,TRUE,3699,no
9,testing,3,12,A,retrieval,4,2,보,치,표;까;큼;니;잡;독,치,TRUE,3396,yes
9,testing,3,12,A,retrieval,5,5,르,해,표;까;큼;니;잡;독,해,TRUE,5206,yes
9,testing,3,12,A,retrieval,6,1,효,효,표;까;큼;니;잡;독,효,TRUE,4409,no
9,testing,3,13,B,memory,1,0,낼,NA,NA,NULL,NA,NA,NA
9,testing,3,13,B,memory,2,1,명,NA,NA,NULL,NA,NA,NA
9,testing,3,13,B,memory,3,2,워,NA,NA,NULL,NA,NA,NA
9,testing,3,13,B,memory,4,3,완,NA,NA,NULL,NA,NA,NA
9,testing,3,13,B,memory,5,4,심,NA,NA,NULL,NA,NA,NA
9,testing,3,13,B,memory,6,5,묻,NA,NA,NULL,NA,NA,NA
9,testing,3,13,B,updating,1,2,워,위,NA,NULL,NA,NA,yes
9,testing,3,13,B,updating,2,4,심,뜻,NA,NULL,NA,NA,yes
9,testing,3,13,B,updating,3,1,명,르,NA,NULL,NA,NA,yes
9,testing,3,13,B,retrieval,1,0,낼,낼,았;조;문;느;버;담,낼,TRUE,6624,no
9,testing,3,13,B,retrieval,2,2,워,위,았;조;문;느;버;담,위,TRUE,4153,yes
9,testing,3,13,B,retrieval,3,3,완,완,았;조;문;느;버;담,완,TRUE,4752,no
9,testing,3,13,B,retrieval,4,5,묻,묻,았;조;문;느;버;담,명,FALSE,7800,no
9,testing,3,13,B,retrieval,5,1,명,르,았;조;문;느;버;담,워,FALSE,8380,yes
9,testing,3,13,B,retrieval,6,4,심,뜻,았;조;문;느;버;담,뜻,TRUE,2656,yes
9,testing,3,14,A,memory,1,0,조,NA,NA,NULL,NA,NA,NA
9,testing,3,14,A,memory,2,1,뜻,NA,NA,NULL,NA,NA,NA
9,testing,3,14,A,memory,3,2,았,NA,NA,NULL,NA,NA,NA
9,testing,3,14,A,memory,4,3,까,NA,NA,NULL,NA,NA,NA
9,testing,3,14,A,memory,5,4,르,NA,NA,NULL,NA,NA,NA
9,testing,3,14,A,memory,6,5,효,NA,NA,NULL,NA,NA,NA
9,testing,3,14,A,updating,1,4,르,갈,NA,NULL,NA,NA,yes
9,testing,3,14,A,updating,2,3,까,며,NA,NULL,NA,NA,yes
9,testing,3,14,A,updating,3,0,조,럽,NA,NULL,NA,NA,yes
9,testing,3,14,A,retrieval,1,1,뜻,뜻,보;큼;위;를;둘;암,뜻,TRUE,6422,no
9,testing,3,14,A,retrieval,2,2,았,았,보;큼;위;를;둘;암,았,TRUE,3771,no
9,testing,3,14,A,retrieval,3,3,까,며,보;큼;위;를;둘;암,며,TRUE,7298,yes
9,testing,3,14,A,retrieval,4,4,르,갈,보;큼;위;를;둘;암,갈,TRUE,3168,yes
9,testing,3,14,A,retrieval,5,0,조,럽,보;큼;위;를;둘;암,암,FALSE,5424,yes
9,testing,3,14,A,retrieval,6,5,효,효,보;큼;위;를;둘;암,효,TRUE,1940,no
9,testing,3,15,B,memory,1,0,책,NA,NA,NULL,NA,NA,NA
9,testing,3,15,B,memory,2,1,근,NA,NA,NULL,NA,NA,NA
9,testing,3,15,B,memory,3,2,률,NA,NA,NULL,NA,NA,NA
9,testing,3,15,B,memory,4,3,없,NA,NA,NULL,NA,NA,NA
9,testing,3,15,B,memory,5,4,두,NA,NA,NULL,NA,NA,NA
9,testing,3,15,B,memory,6,5,휴,NA,NA,NULL,NA,NA,NA
9,testing,3,15,B,updating,1,4,두,까,NA,NULL,NA,NA,yes
9,testing,3,15,B,updating,2,0,책,조,NA,NULL,NA,NA,yes
9,testing,3,15,B,updating,3,2,률,문,NA,NULL,NA,NA,yes
9,testing,3,15,B,retrieval,1,3,없,없,뜻;위;효;같;공;견,없,TRUE,6642,no
9,testing,3,15,B,retrieval,2,0,책,조,뜻;위;효;같;공;견,조,TRUE,5042,yes
9,testing,3,15,B,retrieval,3,5,휴,휴,뜻;위;효;같;공;견,휴,TRUE,2829,no
9,testing,3,15,B,retrieval,4,2,률,문,뜻;위;효;같;공;견,문,TRUE,6193,yes
9,testing,3,15,B,retrieval,5,1,근,근,뜻;위;효;같;공;견,근,TRUE,2936,no
9,testing,3,15,B,retrieval,6,4,두,까,뜻;위;효;같;공;견,까,TRUE,2505,yes
9,testing,4,16,B,memory,1,0,통,NA,NA,NULL,NA,NA,NA
9,testing,4,16,B,memory,2,1,축,NA,NA,NULL,NA,NA,NA
9,testing,4,16,B,memory,3,2,성,NA,NA,NULL,NA,NA,NA
9,testing,4,16,B,memory,4,3,년,NA,NA,NULL,NA,NA,NA
9,testing,4,16,B,memory,5,4,리,NA,NA,NULL,NA,NA,NA
9,testing,4,16,B,memory,6,5,데,NA,NA,NULL,NA,NA,NA
9,testing,4,16,B,updating,1,1,축,큼,NA,NULL,NA,NA,yes
9,testing,4,16,B,updating,2,3,년,문,NA,NULL,NA,NA,yes
9,testing,4,16,B,updating,3,2,성,뜻,NA,NULL,NA,NA,yes
9,testing,4,16,B,retrieval,1,3,년,문,까;보;르;뜨;오;본,문,TRUE,3095,yes
9,testing,4,16,B,retrieval,2,4,리,리,까;보;르;뜨;오;본,리,TRUE,7919,no
9,testing,4,16,B,retrieval,3,5,데,데,까;보;르;뜨;오;본,데,TRUE,3358,no
9,testing,4,16,B,retrieval,4,0,통,통,까;보;르;뜨;오;본,통,TRUE,5389,no
9,testing,4,16,B,retrieval,5,2,성,뜻,까;보;르;뜨;오;본,뜻,TRUE,3969,yes
9,testing,4,16,B,retrieval,6,1,축,큼,까;보;르;뜨;오;본,큼,TRUE,6038,yes
9,testing,4,17,B,memory,1,0,콤,NA,NA,NULL,NA,NA,NA
9,testing,4,17,B,memory,2,1,단,NA,NA,NULL,NA,NA,NA
9,testing,4,17,B,memory,3,2,폐,NA,NA,NULL,NA,NA,NA
9,testing,4,17,B,memory,4,3,물,NA,NA,NULL,NA,NA,NA
9,testing,4,17,B,memory,5,4,든,NA,NA,NULL,NA,NA,NA
9,testing,4,17,B,memory,6,5,최,NA,NA,NULL,NA,NA,NA
9,testing,4,17,B,updating,1,5,최,효,NA,NULL,NA,NA,yes
9,testing,4,17,B,updating,2,2,폐,조,NA,NULL,NA,NA,yes
9,testing,4,17,B,updating,3,3,물,위,NA,NULL,NA,NA,yes
9,testing,4,17,B,retrieval,1,5,최,효,보;뿌;문;기;벌;화,효,TRUE,4779,yes
9,testing,4,17,B,retrieval,2,2,폐,조,보;뿌;문;기;벌;화,조,TRUE,3621,yes
9,testing,4,17,B,retrieval,3,3,물,위,보;뿌;문;기;벌;화,위,TRUE,2016,yes
9,testing,4,17,B,retrieval,4,0,콤,콤,보;뿌;문;기;벌;화,콤,TRUE,6531,no
9,testing,4,17,B,retrieval,5,1,단,단,보;뿌;문;기;벌;화,단,TRUE,3629,no
9,testing,4,17,B,retrieval,6,4,든,든,보;뿌;문;기;벌;화,문,FALSE,6099,no
9,testing,4,18,A,memory,1,0,았,NA,NA,NULL,NA,NA,NA
9,testing,4,18,A,memory,2,1,까,NA,NA,NULL,NA,NA,NA
9,testing,4,18,A,memory,3,2,표,NA,NA,NULL,NA,NA,NA
9,testing,4,18,A,memory,4,3,문,NA,NA,NULL,NA,NA,NA
9,testing,4,18,A,memory,5,4,보,NA,NA,NULL,NA,NA,NA
9,testing,4,18,A,memory,6,5,뿌,NA,NA,NULL,NA,NA,NA
9,testing,4,18,A,updating,1,1,까,방,NA,NULL,NA,NA,yes
9,testing,4,18,A,updating,2,0,았,외,NA,NULL,NA,NA,yes
9,testing,4,18,A,updating,3,5,뿌,정,NA,NULL,NA,NA,yes
9,testing,4,18,A,retrieval,1,4,보,보,효;조;뜻;격;낙;관,보,TRUE,3569,no
9,testing,4,18,A,retrieval,2,1,까,방,효;조;뜻;격;낙;관,방,TRUE,4076,yes
9,testing,4,18,A,retrieval,3,5,뿌,정,효;조;뜻;격;낙;관,정,TRUE,3580,yes
9,testing,4,18,A,retrieval,4,0,았,외,효;조;뜻;격;낙;관,외,TRUE,3775,yes
9,testing,4,18,A,retrieval,5,2,표,표,효;조;뜻;격;낙;관,표,TRUE,1976,no
9,testing,4,18,A,retrieval,6,3,문,문,효;조;뜻;격;낙;관,문,TRUE,4328,no
9,testing,4,19,A,memory,1,0,큼,NA,NA,NULL,NA,NA,NA
9,testing,4,19,A,memory,2,1,위,NA,NA,NULL,NA,NA,NA
9,testing,4,19,A,memory,3,2,뜻,NA,NA,NULL,NA,NA,NA
9,testing,4,19,A,memory,4,3,았,NA,NA,NULL,NA,NA,NA
9,testing,4,19,A,memory,5,4,표,NA,NA,NULL,NA,NA,NA
9,testing,4,19,A,memory,6,5,조,NA,NA,NULL,NA,NA,NA
9,testing,4,19,A,updating,1,5,조,의,NA,NULL,NA,NA,yes
9,testing,4,19,A,updating,2,2,뜻,평,NA,NULL,NA,NA,yes
9,testing,4,19,A,updating,3,1,위,디,NA,NULL,NA,NA,yes
9,testing,4,19,A,retrieval,1,4,표,표,효;문;까;날;국;띤,표,TRUE,4411,no
9,testing,4,19,A,retrieval,2,3,았,았,효;문;까;날;국;띤,았,TRUE,4040,no
9,testing,4,19,A,retrieval,3,5,조,의,효;문;까;날;국;띤,의,TRUE,2631,yes
9,testing,4,19,A,retrieval,4,2,뜻,평,효;문;까;날;국;띤,평,TRUE,5265,yes
9,testing,4,19,A,retrieval,5,1,위,디,효;문;까;날;국;띤,디,TRUE,2494,yes
9,testing,4,19,A,retrieval,6,0,큼,큼,효;문;까;날;국;띤,큼,TRUE,2504,no
9,testing,4,20,B,memory,1,0,형,NA,NA,NULL,NA,NA,NA
9,testing,4,20,B,memory,2,1,비,NA,NA,NULL,NA,NA,NA
9,testing,4,20,B,memory,3,2,예,NA,NA,NULL,NA,NA,NA
9,testing,4,20,B,memory,4,3,때,NA,NA,NULL,NA,NA,NA
9,testing,4,20,B,memory,5,4,시,NA,NA,NULL,NA,NA,NA
9,testing,4,20,B,memory,6,5,뒤,NA,NA,NULL,NA,NA,NA
9,testing,4,20,B,updating,1,2,예,위,NA,NULL,NA,NA,yes
9,testing,4,20,B,updating,2,5,뒤,문,NA,NULL,NA,NA,yes
9,testing,4,20,B,updating,3,1,비,았,NA,NULL,NA,NA,yes
9,testing,4,20,B,retrieval,1,0,형,형,뜻;표;르;원;주;넘,형,TRUE,5515,no
9,testing,4,20,B,retrieval,2,3,때,때,뜻;표;르;원;주;넘,뜻,FALSE,5439,no
